,medium,count,frequency
1780,"brass, acrylic, and optical components",1,8.04699444757383e-05
1781,book with 15 photomechanical reproductions,1,8.04699444757383e-05
1782,stainless steel and molybdenum steel,1,8.04699444757383e-05
1783,cut-and-pasted color electrostatic prints and graphite on frosted polymer sheet taped to board with cut-and-pasted color photograph,1,8.04699444757383e-05
1784,high impact fiber glass filled plastic and plexiglass,1,8.04699444757383e-05
1785,printed book,1,8.04699444757383e-05
1786,silver and lapis lazuli,1,8.04699444757383e-05
1787,illustrated book with twenty-eight linoleum cuts (including cover),1,8.04699444757383e-05
1788,"polished die-cast aluminum, painted steel tube, heat-sealed naugahyde padded with vinyl foam, and nylon glides",1,8.04699444757383e-05
1789,"cellophane, linen, and plastic tape",1,8.04699444757383e-05
1790,"lithographed cover from an illustrated book with fifteen lithographs, eight woodcuts, eight reproductions and one lithographed cover",1,8.04699444757383e-05
1791,"chrome-plated tubular steel, wood, lacquer arm rests, and canvas",1,8.04699444757383e-05
1792,"linen, cotton, and rayon",1,8.04699444757383e-05
1793,brass with epoxy coating,1,8.04699444757383e-05
1794,"book with two colored pencil and watercolor illustrations, colored pencil, crayon, and hectographed manuscript designs, and rubber-stamped text",1,8.04699444757383e-05
1795,".a: ink and wash on paper
.b: ink on tracing paper",1,8.04699444757383e-05
1796,polyester and rayon,1,8.04699444757383e-05
1797,illustrated book with 5 lithographs and photolithographic reproductions,1,8.04699444757383e-05
1798,lacquered brass with epoxy resin finish,1,8.04699444757383e-05
1799,graphite on tracing paper on board,1,8.04699444757383e-05
1800,silk with feathers,1,8.04699444757383e-05
1801,tombac with nickel-plated top,1,8.04699444757383e-05
1802,"wood, acrylic, and color tape (zip-a-tone color)",1,8.04699444757383e-05
1803,wild silk,1,8.04699444757383e-05
1804,"aluminum, plastic, and rosewood casing",1,8.04699444757383e-05
1805,wood and painted metal,1,8.04699444757383e-05
1806,nickel-plated steel and injection-molded elastomer,1,8.04699444757383e-05
1807,book with three photolithographed illustrations (including cover),1,8.04699444757383e-05
1808,"illustrated book with ten etchings (eight with aquatint and photogravure, one with collage additions, one with gouache additions)",1,8.04699444757383e-05
1809,"injected polyurethane, stretch fabric, and vinyl",1,8.04699444757383e-05
1810,"screenprinted tissue, wood pulp, and rayon mesh",1,8.04699444757383e-05
1811,"cotton, wool, and horsehair",1,8.04699444757383e-05
1812,rayon,1,8.04699444757383e-05
1813,book with nine lithographs and letterpress cover,1,8.04699444757383e-05
1814,aluminum with painted wood,1,8.04699444757383e-05
1815,".14-.15: saran 
.16: nylon 
.17: taslan",1,8.04699444757383e-05
1816,"book with 21 letterpress illustrations, nine photomechanical reproductions, and cover with watercolor manuscript text",1,8.04699444757383e-05
1817,collotype,1,8.04699444757383e-05
1818,chrome-plated steel,1,8.04699444757383e-05
1819,"nickel-plated metal, plastic, and concrete",1,8.04699444757383e-05
1820,bakelite resin,1,8.04699444757383e-05
1821,colored pencil and graphite on tracing paper,1,8.04699444757383e-05
1822,stainless steel and synthetic rubber,1,8.04699444757383e-05
1823,"charcoal, crayon, and graphite on tracing paper",1,8.04699444757383e-05
1824,woodcut and collage from an illustrated book with seventy-five woodcuts and collagraphs (including wrapper front) and five woodcuts (eleven with collage),1,8.04699444757383e-05
1825,bent beech wood,1,8.04699444757383e-05
1826,illustrated book with eighty-six lithographs (including wrapper) and a supplementary suite of four drawings,1,8.04699444757383e-05
1827,"illustrated book with thirty aquatints (twenty-one with etching, two with drypoint, one with screenprint), three etchings (two with drypoint), and one lithograph",1,8.04699444757383e-05
1828,book with eight lithographed illustrations,1,8.04699444757383e-05
1829,epoxy-coated stainless steel and plastic,1,8.04699444757383e-05
1830,anodized aluminum and polypropylene plastic,1,8.04699444757383e-05
1831,"aircraft steel tubing, cotton, and nylon",1,8.04699444757383e-05
1832,handwoven jute and lurex,1,8.04699444757383e-05
1833,"etching from an illustrated book with 18 line blocks with pochoir, three etchings (one with aquatint), and one lithograph (including cover)",1,8.04699444757383e-05
1834,two volume illustrated book with forty-seven collotype reproductions,1,8.04699444757383e-05
1835,"illustrated book with 6 etchings over relief halftone reproductions after drawings, relief printed; and 2 supplementary suites: 18 etchings over relief halftone reproductions after drawings, relief printed, and 6 etchings over relief halftone reproductions after drawings",1,8.04699444757383e-05
1836,illustrated book with 66 photolithographic reproductions of woodcuts,1,8.04699444757383e-05
1837,chrome-plated iron and fabric,1,8.04699444757383e-05
1838,black walnut with oil finish,1,8.04699444757383e-05
1839,silver-plate on nickel silver,1,8.04699444757383e-05
1840,plastic and electronics,1,8.04699444757383e-05
1841,"lithograph from an illustrated book with two woodcuts, one lithograph and thirty-two full page reproductions",1,8.04699444757383e-05
1842,illustrated book with 17 offset lithographs,1,8.04699444757383e-05
1843,chrome-plated steel and plastic,1,8.04699444757383e-05
1844,"engraving from an illustrated book with seven woodcuts, seven etchings (two with aquatint, one with engraving), six lithographs, three drypoints, two engravings, one aquatint, and one linoleum cut",1,8.04699444757383e-05
1845,glass and cork,1,8.04699444757383e-05
1846,book with letterpress text and letterpress and photogravure illustrations,1,8.04699444757383e-05
1847,linoleum cut from an iillustrated book with 51 linoleum cuts (including wrapper),1,8.04699444757383e-05
1848,photolithograph and letterpress,1,8.04699444757383e-05
1849,illustrated book with 6 lithographs,1,8.04699444757383e-05
1850,"21 lithographs (5 with screenprint), 3 aquatints (with etching, soft ground etching, and/or lift ground aquatint), 1 etching and soft ground etching, and 1 woodcut; and 1 etching (wrapper front)",1,8.04699444757383e-05
1851,cellulose acetate propionate,1,8.04699444757383e-05
1852,paper shade and metal stand,1,8.04699444757383e-05
1853,"epoxy-finished oval steel tube, polycarbonate, and polyurethane",1,8.04699444757383e-05
1854,"graphite, wood veneer, cut-and-pasted gelatin silver photographs, and cut-and-pasted photoreproduction (of paul klee's colorful meal, 1939) on illustration board",1,8.04699444757383e-05
1855,ink and gouache on photomechanical print,1,8.04699444757383e-05
1856,steel and laminated wood,1,8.04699444757383e-05
1857,nylon and copper,1,8.04699444757383e-05
1858,book with letterpress cover and two illustrations by rodchenko,1,8.04699444757383e-05
1859,"acrylic, wood, metal, paper, synthetic polymer paint, sand and stone",1,8.04699444757383e-05
1860,"book with photolithographic reproductions of photographs and various printed materials on ivory, smooth, wove paper; and supplementary cardboard relief print,",1,8.04699444757383e-05
1861,flexograph (rubber plate),1,8.04699444757383e-05
1862,plexiglass and aluminum,1,8.04699444757383e-05
1863,"felt-tipped pen, graphite, crayon, and ink stamps on diazotype",1,8.04699444757383e-05
1864,book with letterpress typographic design and illustration,1,8.04699444757383e-05
1865,artist's book with plastic clip,1,8.04699444757383e-05
1866,graphite and colored pencil on paper,1,8.04699444757383e-05
1867,walnut and cane,1,8.04699444757383e-05
1868,book with six lithographs (including covers) with lithographed manuscript text,1,8.04699444757383e-05
1869,injection-molded polystyrene plastic,1,8.04699444757383e-05
1870,styrene,1,8.04699444757383e-05
1871,crayon on mulberry paper,1,8.04699444757383e-05
1872,graphite and crayon on yellow tracing paper,1,8.04699444757383e-05
1873,sandblasted quarter-sawed oak,1,8.04699444757383e-05
1874,wild lilac wood,1,8.04699444757383e-05
1875,high-density wood and plastic,1,8.04699444757383e-05
1876,hand-blown iridescent glass,1,8.04699444757383e-05
1877,"artist's book. offset lithograph, thirty-eight pages",1,8.04699444757383e-05
1878,spring wire,1,8.04699444757383e-05
1879,illustrated book with twenty-two lithographs and lithographed manuscript texts,1,8.04699444757383e-05
1880,illustrated book with 51 woodcuts (including covers and slipcase); and 3 woodcut ornaments,1,8.04699444757383e-05
1881,illustrated book with fifty woodcuts,1,8.04699444757383e-05
1882,cover with lithographed manuscript design with watercolor additions on front; lithographed manuscript text incorporating 28 illustrations with watercolor additions,1,8.04699444757383e-05
1883,linen double cloth,1,8.04699444757383e-05
1884,photomontage with colored pencil on board,1,8.04699444757383e-05
1885,"illustrated book with five line block reproductions, one with pochoir",1,8.04699444757383e-05
1886,etching and aquatint,1,8.04699444757383e-05
1887,lithgraph,1,8.04699444757383e-05
1888,copper-clad stainless steel,1,8.04699444757383e-05
1889,cast aluminum and plastic,1,8.04699444757383e-05
1890,cuban mahogany,1,8.04699444757383e-05
1891,"aquatint, lift ground aquatint, and drypoint with roulette over photogravure",1,8.04699444757383e-05
1892,"illustrated book with eight engravings (including slipcase, one with etching, one with aquatint and roulette), one drypoint, and one etching",1,8.04699444757383e-05
1893,molded acrylic-resin-impregnated carbon-graphite,1,8.04699444757383e-05
1894,"linen, rayon, and cotton",1,8.04699444757383e-05
1895,oak with leather upholstery,1,8.04699444757383e-05
1896,portfolio of eighteen lithographs,1,8.04699444757383e-05
1897,illustrated book with eight woodcuts,1,8.04699444757383e-05
1898,33 woodcuts,1,8.04699444757383e-05
1899,offet lithograph,1,8.04699444757383e-05
1900,book with photomontage reproductions,1,8.04699444757383e-05
1901,18/10 stainless steel and brass,1,8.04699444757383e-05
1902,silicon,1,8.04699444757383e-05
1903,lacquered metal and plastic,1,8.04699444757383e-05
1904,color pencil and photostat on board,1,8.04699444757383e-05
1905,"woodcut from an illustrated book with two woodcuts, one lithograph and thirty-two full page reproductions",1,8.04699444757383e-05
1906,"collage with photograph, pencil and watercolor manuscript text.",1,8.04699444757383e-05
1907,"engraving from an illustrated book with nineteen etchings (three with drypoint, two with aquatint, and one with aquatint and embossing) and one engraving",1,8.04699444757383e-05
1908,12 screenprints,1,8.04699444757383e-05
1909,clear handblown glass,1,8.04699444757383e-05
1910,woven reed,1,8.04699444757383e-05
1911,"line block, halftone relief, and letterpress",1,8.04699444757383e-05
1912,gouache and color ink on gelatin silver photograph,1,8.04699444757383e-05
1913,paper and printed paper,1,8.04699444757383e-05
1914,lithograph after woodcut,1,8.04699444757383e-05
1915,".a: ink and ink wash on paper
.b: ink and cut-and-pasted printed paper on tracing paper
.c: pencil on tracing paper",1,8.04699444757383e-05
1916,bamboo,1,8.04699444757383e-05
1917,two lithographs,1,8.04699444757383e-05
1918,"illustrated book with one lithograph, one linoleum cut, and 14 reproductions of drawings",1,8.04699444757383e-05
1919,pvc and machined aluminum,1,8.04699444757383e-05
1920,carved horn,1,8.04699444757383e-05
1921,13 pencil drawings (including front cover and broadside announcement),1,8.04699444757383e-05
1922,book with thirty-five lithographed illustrations (including cover) and lithographed manuscript text,1,8.04699444757383e-05
1923,graphite on copy paper,1,8.04699444757383e-05
1924,"steel, aluminum, and rosewood",1,8.04699444757383e-05
1925,auto lithograph in six colors,1,8.04699444757383e-05
1926,abs plastic and aluminum,1,8.04699444757383e-05
1927,color pencil on paper,1,8.04699444757383e-05
1928,polyester fiber,1,8.04699444757383e-05
1929,"illustrated book with sixteen linoleum cuts (including cover, two with collage additions)",1,8.04699444757383e-05
1930,australian bastard mallee wood (eucalyptus),1,8.04699444757383e-05
1931,handwrought sterling silver,1,8.04699444757383e-05
1932,stainless steel with wood handle,1,8.04699444757383e-05
1933,"mahogany, leather, and pony fur",1,8.04699444757383e-05
1934,metallic-glazed earthenware and raffia,1,8.04699444757383e-05
1935,"monograph with 1 linoleum cut (plate following title page), printed in black on transparent, smooth, wove paper, with pencil additions; and reproductions",1,8.04699444757383e-05
1936,wood and paint,1,8.04699444757383e-05
1937,"illustrated book with 26 aquatints (ten with drypoint, six with engraving, and two with etching), 14 drypoints (one with engraving), and one engraving",1,8.04699444757383e-05
1938,illustrated book with 12 lithographs,1,8.04699444757383e-05
1939,illustrated book with twelve lithographs,1,8.04699444757383e-05
1940,thermoplastic resin,1,8.04699444757383e-05
1941,beechwood,1,8.04699444757383e-05
1942,chrome-plated steel tubing and molded plywood with black lacquer,1,8.04699444757383e-05
1943,artist's book with nineteen object collage additions,1,8.04699444757383e-05
1944,book with nine lithographs (including cover) and lithographed manuscript text,1,8.04699444757383e-05
1945,illustrated book with twelve etching and aquatints,1,8.04699444757383e-05
1946,"etching and engraving from an illustrated book with 14 etchings (six with aquatint, four with engraving, one with drypoint), two aquatints, two engravings, two drypoints, and one photogravure",1,8.04699444757383e-05
1947,acrylic glass and aluminum,1,8.04699444757383e-05
1948,"book with eight lithographed illustrations (including cover), and lithographed manuscript text",1,8.04699444757383e-05
1949,"die-pressed softwood, beech, and polyurethane foam",1,8.04699444757383e-05
1950,polyethylene fabric and plastic rods,1,8.04699444757383e-05
1951,ebonized ash,1,8.04699444757383e-05
1952,felt-tippped pen on tracing paper,1,8.04699444757383e-05
1953,letterpress and offset lithograph,1,8.04699444757383e-05
1954,stainless steel and walnut,1,8.04699444757383e-05
1955,drypoint from an illustrated book with four drypoints,1,8.04699444757383e-05
1956,book with two lithographed illustrations,1,8.04699444757383e-05
1957,"aluminum case, lycra, and plastic",1,8.04699444757383e-05
1958,"artist's book with photolithographed type and typescript, eight photolithographs, one collage, and one inset photographic negative",1,8.04699444757383e-05
1959,"stainless steel, painted metal, and glass",1,8.04699444757383e-05
1960,fiberglass-reinforced polyester and cast aluminum,1,8.04699444757383e-05
1961,"book with 11 lithographs, two letterpress illustrations, and lithographed manuscript text (including cover)",1,8.04699444757383e-05
1962,pencil on board covered with cellophane,1,8.04699444757383e-05
1963,"hand-cast glass, cord, and electrical switch",1,8.04699444757383e-05
1964,"wood, leather, and brass",1,8.04699444757383e-05
1965,etching and aquatint with watercolor and gouache additions from an illustrated book with five etching and aquatints (including wrapper with watercolor and gouache additions),1,8.04699444757383e-05
1966,"wood, cardboard, metal, plastic, and twine",1,8.04699444757383e-05
1967,stainless steel with copper bottom,1,8.04699444757383e-05
1968,illustrated book with thirty screenprints and ten die-cuts,1,8.04699444757383e-05
1969,cover: letterpress; interior: letterpress and offset lithograph,1,8.04699444757383e-05
1970,journal with relief etching illustrations,1,8.04699444757383e-05
1971,"crayon and pencil drawing from an illustrated book with eight collotypes (one with embossing and stamp additions), three offset lithographs (one with mylar overlay), two collotype and offset lithographs (one with stamp additions, one with crayon additions), and two drawings",1,8.04699444757383e-05
1972,"illustrated book with 26 offset lithographs, printed in color",1,8.04699444757383e-05
1973,"artist's book. letterpress, twenty-eight pages",1,8.04699444757383e-05
1974,illustrated book with twenty-two pochoirs (six with line block) and two line blocks on front and back covers,1,8.04699444757383e-05
1975,".a: crayon, ink and ink stamp on electrostatic print
.b: color ink, ink, and ink stamp on electrostatic print
.c: crayon on cut self-adhesive labels on electrostatic print, with crayon and ink stamp
.d: color ink and ink stamp on electrostatic print, mounted on board",1,8.04699444757383e-05
1976,"photogravure from an illustrated book with 14 etchings (six with aquatint, four with engraving, one with drypoint), two aquatints, two engravings, two drypoints, and one photogravure",1,8.04699444757383e-05
1977,jute and gold metallic thread,1,8.04699444757383e-05
1978,"zebrano wood, american red elm, clear fiberglass, and leather",1,8.04699444757383e-05
1979,"plastic, metal, and rubber",1,8.04699444757383e-05
1980,"glass, metal and rubber",1,8.04699444757383e-05
1981,illustrated book with 16 lithographs (including cover),1,8.04699444757383e-05
1982,".a: charcoal and ink on heavy weight paper
.b: ink and graphite on heavy weight paper mounted on board
.c: ink with graphite and color crayon on heavy weight paper
.d: ink and graphite on heavy weight paper
.e: ink and color ink on heavy weight paper
.f: ink on heavy weight paper",1,8.04699444757383e-05
1983,painted polyurethane foam,1,8.04699444757383e-05
1984,enameled metal housing,1,8.04699444757383e-05
1985,"etching, aquatint, and drypoint from an illustrated book with twelve etchings (one with aquatint and drypoint), five drypoints, three engravings (one with drypoint), two lithographs, and one woodcut",1,8.04699444757383e-05
1986,letterpress and line block,1,8.04699444757383e-05
1987,book with letterpress cover and typographic designs,1,8.04699444757383e-05
1988,injected polyurethane and stretch fabric,1,8.04699444757383e-05
1989,woodcut from an illustrated book of five woodcuts,1,8.04699444757383e-05
1990,"lithograph, mounted on canvas",1,8.04699444757383e-05
1991,"photomontage, ink and graphite on paper",1,8.04699444757383e-05
1992,magazine with three screenprints,1,8.04699444757383e-05
1993,book with carbon-copied and hectographed manuscript text,1,8.04699444757383e-05
1994,cut-and-pasted gelatin silver photographs and ink on cut-and-pasted tracing paper on paper,1,8.04699444757383e-05
1995,"illustrated book with ten etchings with aquatint, collage, and/or chine collé; and lithographed ""false"" title page, printed in black, by marcel duchamp",1,8.04699444757383e-05
1996,"photocopy, photocopy on vellum, laser photocopy, graphite, and color pencil on paper",1,8.04699444757383e-05
1997,acrylic and chrome-plated glass,1,8.04699444757383e-05
1998,"enameled steel, lacquered wood, and rubber",1,8.04699444757383e-05
1999,chrome-plated metal and paper,1,8.04699444757383e-05
2000,"crayon, charcoal, and graphite on tracing paper",1,8.04699444757383e-05
2001,stainless steel and polycarbonate,1,8.04699444757383e-05
2002,"felt-tipped pen, ink, graphite, crayon and ink stamp on tracing paper with tape",1,8.04699444757383e-05
2003,"illustrated book with twelve etchings (five with aquatint, one with drypoint)",1,8.04699444757383e-05
2004,photogravure and pochoir,1,8.04699444757383e-05
2005,"offset lithograph with felt-tip pen, pencil, and watercolor additions from an illustrated book with eleven offset lithographs (some with rubber stamp, collage, pochoir, watercolor, gouache, crayon, felt-tip pen, ballpoint pen, and pencil additions), two lithographs, two etchings (one with aquatint), one screenprint, and fourteen offset lithograph reproductions",1,8.04699444757383e-05
2006,platinum and white gold set with diamonds,1,8.04699444757383e-05
2007,"journal with cover design, insert, spine design and three special edition projects",1,8.04699444757383e-05
2008,ink and printed polymer sheet on paper,1,8.04699444757383e-05
2009,"illustrated book with thirty-five woodcuts (including woodcut cover, title page and ornamental initials)",1,8.04699444757383e-05
2010,"ink, color ink, and graphite on tracing paper",1,8.04699444757383e-05
2011,glass and nylon string,1,8.04699444757383e-05
2012,drypoint and engraving from an illustrated book with eleven drypoints (two with engraving) and two engravings,1,8.04699444757383e-05
2013,illustrated book with nine etchings and one lithograph,1,8.04699444757383e-05
2014,book with 17 lithographs (including covers) with lithographed manuscript text,1,8.04699444757383e-05
2015,felt tip pen and colored pencil on tracing paper,1,8.04699444757383e-05
2016,"artist's book, lithograph printed",1,8.04699444757383e-05
2017,"ink, color pencil, gouache, and graphite on lithograph on spiral-notebook card stock",1,8.04699444757383e-05
2018,colored pencil on architectural photo reproduction,1,8.04699444757383e-05
2019,anodized aluminum and plastic,1,8.04699444757383e-05
2020,rubber with plastic top,1,8.04699444757383e-05
2021,polyurethane and aluminum,1,8.04699444757383e-05
2022,leathercut and drypoint bound into journal,1,8.04699444757383e-05
2023,"polyethylene film, twine, and newsprint",1,8.04699444757383e-05
2024,"lurex, cellophane, and cotton chenille",1,8.04699444757383e-05
2025,linen bobbin lace,1,8.04699444757383e-05
2026,abs (acrylonitrile butneliene styrene) plastic polyamide and 18/10 stainless steel,1,8.04699444757383e-05
2027,lithograph with tipped-in photographic reproduction of newspaper clipping from illustrated book with twenty lithographs (some with tipped-in photolithographic reproductions of newspaper clippings or lithographs),1,8.04699444757383e-05
2028,"lithograph, printed in black and red from two stones
paper/support: wove, white",1,8.04699444757383e-05
2029,linoleum cut with watercolor additions,1,8.04699444757383e-05
2030,glass and metal,1,8.04699444757383e-05
2031,"illustrated book with one etching, etched reproduction after pen and ink drawing; and one unbound supplementary etched reproduction",1,8.04699444757383e-05
2032,printed silk gauze,1,8.04699444757383e-05
2033,zincograph,1,8.04699444757383e-05
2034,"cover with lithographed manuscript design and illustration on front, and lithographed manuscript text on back; 4 photomechanical reproductions; all pages printed on pale green paper",1,8.04699444757383e-05
2035,exhibition catalogue with supplementary etching and drypoint,1,8.04699444757383e-05
2036,molded calico ash plywood and canvas,1,8.04699444757383e-05
2037,"book with two lithographs (covers), and 4 relief halftone reproductions",1,8.04699444757383e-05
2038,"glass, silver plate, and ebony",1,8.04699444757383e-05
2039,laminated teak and palisander wood,1,8.04699444757383e-05
2040,lacquered metal and rubber,1,8.04699444757383e-05
2041,polished aluminum and tinted glass,1,8.04699444757383e-05
2042,bronze and magnetic top,1,8.04699444757383e-05
2043,painted metal,1,8.04699444757383e-05
2044,acid-etched glass,1,8.04699444757383e-05
2045,illustrated book with seventeen photolithographs,1,8.04699444757383e-05
2046,abs plastic and metal,1,8.04699444757383e-05
2047,illustrated book with 7 woodcuts,1,8.04699444757383e-05
2048,bronze-glazed stoneware,1,8.04699444757383e-05
2049,silicon and plastic,1,8.04699444757383e-05
2050,plastic and brass,1,8.04699444757383e-05
2051,melamine polymer and rubber,1,8.04699444757383e-05
2052,lexan casing,1,8.04699444757383e-05
2053,laminated birch and upholstery,1,8.04699444757383e-05
2054,"accordion folded etching, aquatint, carborudum, and photolighotphs",1,8.04699444757383e-05
2055,".1-.2: nickel-plated brass 
.3: steel",1,8.04699444757383e-05
2056,illustrated book with 17 etchings,1,8.04699444757383e-05
2057,plexiglass,1,8.04699444757383e-05
2058,print montage,1,8.04699444757383e-05
2059,"rosewood, aluminum, stainless steel, and plastic",1,8.04699444757383e-05
2060,"foam core board, cardboard, balsa, metallic foil, and grey paper",1,8.04699444757383e-05
2061,"each cover with letterpress lettering and photomontage illustration on front, and letterpress lettering on back; letterpress texts include typographic designs",1,8.04699444757383e-05
2062,chestnut,1,8.04699444757383e-05
2063,two-color gravure,1,8.04699444757383e-05
2064,cotton and metallic foil,1,8.04699444757383e-05
2065,carbon stainless steel and beechwood,1,8.04699444757383e-05
2066,"illustrated book with fourteen lithographs (eleven with lithographed manuscript text, including cover) and one lithographed manuscript text",1,8.04699444757383e-05
2067,illustrated book with twenty screenprints,1,8.04699444757383e-05
2068,graphite on illusration board,1,8.04699444757383e-05
2069,"etching and aquatint from an illustrated book with 18 line blocks with pochoir, three etchings (one with aquatint), and one lithograph (including cover)",1,8.04699444757383e-05
2070,8 engraving and aquatints with brass relief on cover,1,8.04699444757383e-05
2071,spun fiberglass and metal,1,8.04699444757383e-05
2072,pencil and black ink on illustration board,1,8.04699444757383e-05
2073,"lacquered birch, ash, and nickel-plated steel",1,8.04699444757383e-05
2074,"plywood, plastic laminate, and zinc",1,8.04699444757383e-05
2075,wool and polyurethane foam,1,8.04699444757383e-05
2076,lacquered aluminum,1,8.04699444757383e-05
2077,"aluminum, borosilicate glass, phenolic plastic, and stainless steel",1,8.04699444757383e-05
2078,"etching over relief halftone reproduction after drawing, relief printed in color",1,8.04699444757383e-05
2079,charcoal and graphite on paper mounted on board,1,8.04699444757383e-05
2080,"ink, self-adhesive lettering, and graphite on frosted polymer sheet",1,8.04699444757383e-05
2081,watercolor and graphite on tracing paper,1,8.04699444757383e-05
2082,"chrome-plated steel frame, wool upholstery, and painted wood arms",1,8.04699444757383e-05
2083,silk,1,8.04699444757383e-05
2084,fiberglass and pmma plastic,1,8.04699444757383e-05
2085,illustrated book with seven etchings with aquatint (including cover),1,8.04699444757383e-05
2086,illustrated book with 12 etchings (eight with aquatint),1,8.04699444757383e-05
2087,"photolithographic reproductions of manuscript, typescript, and drawings (some with rubber stamp); and audio tape",1,8.04699444757383e-05
2088,painted neoprene coated aluminum shell and aluminum pedestal,1,8.04699444757383e-05
2089,"illustrated book with ten collagraph and aquatints, one collagraph and etching, and collagraph cover",1,8.04699444757383e-05
2090,"colored pencil, graphite, and cut-and-pasted printed paper on paper",1,8.04699444757383e-05
2091,2 woodcuts and 16 photolithographs,1,8.04699444757383e-05
2092,"collagraph from an illustrated book with ten collagraph and aquatints, one collagraph and etching, and collagraph cover",1,8.04699444757383e-05
2093,enameled cast metal and cast-iron base,1,8.04699444757383e-05
2094,"polyethylene, low-memory foam, polyurethane, and polypropylene",1,8.04699444757383e-05
2095,pencil and colored pencil on graph paper,1,8.04699444757383e-05
2096,"engraving and etching, printed in black",1,8.04699444757383e-05
2097,"differential density polyurethane foam, dacron, and fabric",1,8.04699444757383e-05
2098,one of forty-six screenprints,1,8.04699444757383e-05
2099,ink and colored pencil on tracing paper,1,8.04699444757383e-05
2100,illustrated book with photolithographic reproductions,1,8.04699444757383e-05
2101,"etching and engraving from an illustrated book with seven woodcuts, seven etchings (two with aquatint, one with engraving), six lithographs, three drypoints, two engravings, one aquatint, and one linoleum cut",1,8.04699444757383e-05
2102,lost-core injection-molded carbon fibers and reinforced nylon with aluminum,1,8.04699444757383e-05
2103,"vinyl-coated steel wire, black-oxidized steel rod base, and naugahyde seat pad",1,8.04699444757383e-05
2104,rotogravure,1,8.04699444757383e-05
2105,"molded polyester, aluminum base, padded naugahyde with vinyl binding, and loose cushion",1,8.04699444757383e-05
2106,illustrated book with eight pochoirs,1,8.04699444757383e-05
2107,double warp silk brocade,1,8.04699444757383e-05
2108,neoprene,1,8.04699444757383e-05
2109,cellophane and cotton,1,8.04699444757383e-05
2110,lithograph with color pencil,1,8.04699444757383e-05
2111,pressed and painted rayon,1,8.04699444757383e-05
2112,drypoint and engraving,1,8.04699444757383e-05
2113,pencil and ink on paper with tape,1,8.04699444757383e-05
2114,illustrated book with four engravings (one with etching) and two aquatints,1,8.04699444757383e-05
2115,painted tinned-iron,1,8.04699444757383e-05
2116,two multiples of cloth and fur,1,8.04699444757383e-05
2117,journal with one special edtion project,1,8.04699444757383e-05
2118,"offset lithograph with embossing, bound in journal",1,8.04699444757383e-05
2119,illustrated book with forty lithographs (including wrapper front and cover),1,8.04699444757383e-05
2120,spun aluminum and milk glass shade,1,8.04699444757383e-05
2121,illustrated book with photogravure illustrations,1,8.04699444757383e-05
2122,copper and painted wood,1,8.04699444757383e-05
2123,illustrated book with twenty lithographs and four letterpress prints (including cover),1,8.04699444757383e-05
2124,ink and graphite on gelatin silver print,1,8.04699444757383e-05
2125,laminated beech,1,8.04699444757383e-05
2126,letterpress and pochoir,1,8.04699444757383e-05
2127,"pvc, brass pins, and high resistance wire",1,8.04699444757383e-05
2128,portfolio of eight etching and aquatints,1,8.04699444757383e-05
2129,sterling silver and teak,1,8.04699444757383e-05
2130,"etching and aquatint from an illustrated book with seven woodcuts, seven etchings (two with aquatint, one with engraving), six lithographs, three drypoints, two engravings, one aquatint, and one linoleum cut",1,8.04699444757383e-05
2131,"pencil, charcoal on translucent/tracing paper",1,8.04699444757383e-05
2132,extruded unplasticated polyvinyl chloride and acrylic,1,8.04699444757383e-05
2133,graphite and watercolor on diazotype,1,8.04699444757383e-05
2134,"aluminum, copper, plastic and wood",1,8.04699444757383e-05
2135,"impact styrene, styrene acryloitrile, and acetal",1,8.04699444757383e-05
2136,drypoint from an illustrated book with three drypoints (two with etching),1,8.04699444757383e-05
2137,journals with relief etching illustrations,1,8.04699444757383e-05
2138,illustrated book with 8 aquatints (3 with etching),1,8.04699444757383e-05
2139,"jute, rayon, and linen",1,8.04699444757383e-05
2140,illustrated book with 16 lithographs and supplementary suite,1,8.04699444757383e-05
2141,injection-molded high temperature polycarbonate,1,8.04699444757383e-05
2142,plastic and walnut,1,8.04699444757383e-05
2143,illustrated book with two aquatints,1,8.04699444757383e-05
2144,ink and watercolor on tracing paper,1,8.04699444757383e-05
2145,illustrated book with seven letterpress illustrations (including cover),1,8.04699444757383e-05
2146,aquatint from an illustrated book with thirty-one aquatints,1,8.04699444757383e-05
2147,"illustrated book with eleven drypoints (including wrapper, two with engraving) and two engravings",1,8.04699444757383e-05
2148,"etching from an illustrated book with eight engravings (including slipcase, one with etching, one with aquatint and roulette), one drypoint, and one etching",1,8.04699444757383e-05
2149,"watercolor, ink, colored ink, gouache, and graphite on paper",1,8.04699444757383e-05
2150,"polyester resin, chrome-plated steel, and cast iron",1,8.04699444757383e-05
2151,nylon-b,1,8.04699444757383e-05
2152,lineblock,1,8.04699444757383e-05
2153,screenprint from an illustrated book with five screenprints,1,8.04699444757383e-05
2154,"illustrated book with five etching, aquatint and engravings",1,8.04699444757383e-05
2155,"illustrated book with 3 drypoints and 1 lithograph; 2 lithographs (wrapper and unmounted slipcase cover), printed in color; and 24 wood engraved reproductions (executed by georges aubert after picasso drawings)",1,8.04699444757383e-05
2156,"artist's book, offset lithograph printed, with pop-ups, fold-outs, and collage additions",1,8.04699444757383e-05
